Sample_ID,Heterozygous,Homozygous,Missing
ZDP_0797b,20.35,75.99,3.66
ZDP_0798a,15.87,82.81,1.32
ZDP_0799b,7.32,89.73,2.95
ZDP_0800a,19.33,75.18,5.49
ZDP_0801a,9.77,87.49,2.75
ZDP_0802a,22.18,74.26,3.56
ZDP_0803a,24.21,74.26,1.53
ZDP_0804a,6.21,90.54,3.26
ZDP_0805b,16.68,79.45,3.87
ZDP_0806a,19.94,77.62,2.44
ZDP_0807b,16.58,80.37,3.05
ZDP_0808a,18.62,79.96,1.42
ZDP_0809b,16.48,78.43,5.09
ZDP_0810a,6.41,92.47,1.12
ZDP_0811b,20.65,72.84,6.51
ZDP_0812a,17.6,80.37,2.03
ZDP_0813b,20.45,77.11,2.44
ZDP_0814a,0.31,97.86,1.83
ZDP_0815a,13.84,83.72,2.44
ZDP_0816b,17.8,76.5,5.7
ZDP_0817a,19.02,76.7,4.27
ZDP_0818a,17.5,79.76,2.75
ZDP_0819a,20.45,78.23,1.32
ZDP_0820a,12.41,85.35,2.24
ZDP_0821b,15.56,79.76,4.68
ZDP_0822a,17.9,80.98,1.12
ZDP_0823b,20.45,73.75,5.8
ZDP_0824a,26.04,72.02,1.93
ZDP_0825a,16.17,77.11,6.71
ZDP_0826b,16.89,79.65,3.46
ZDP_0827a,17.19,80.57,2.24
ZDP_0828b,14.95,79.15,5.9
ZDP_0829b,7.63,87.79,4.58
ZDP_0830a,13.22,84.44,2.34
ZDP_0831a,13.94,81.69,4.37
ZDP_0832a,19.74,77.31,2.95
ZDP_0833b,14.45,82.91,2.64
ZDP_0834a,12,85.86,2.14
ZDP_0835a,19.74,76.7,3.56
ZDP_0836a,20.24,76.4,3.36
ZDP_0837a,19.74,79.04,1.22
ZDP_0838a,16.99,80.47,2.54
ZDP_0839a,6.92,90.74,2.34
ZDP_0840a,18.11,79.76,2.14
ZDP_0841a,18.92,77.92,3.15
ZDP_0842a,14.65,82.81,2.54
ZDP_0843b,17.7,77.62,4.68
ZDP_0844a,13.73,84.84,1.42
ZDP_0845a,16.79,81.89,1.32
ZDP_0846a,19.63,78.13,2.24
ZDP_0847a,13.63,83.42,2.95
ZDP_0848a,16.68,82.4,0.92
ZDP_0849a,4.37,92.57,3.05
ZDP_0850b,14.34,82.91,2.75
ZDP_0851a,19.23,79.65,1.12
ZDP_0852a,20.45,77.21,2.34
ZDP_0853b,16.58,79.96,3.46
ZDP_0854a,20.14,76.81,3.05
ZDP_0855a,17.19,81.79,1.02
ZDP_0856a,15.26,81.59,3.15
ZDP_0857b,9.05,85.96,4.98
ZDP_0858b,12.92,83.62,3.46
ZDP_0859b,17.09,77.82,5.09
ZDP_0860b,24.72,71.62,3.66
ZDP_0861b,16.68,80.98,2.34
ZDP_0862a,18.92,78.03,3.05
ZDP_0863a,21.67,74.57,3.76
ZDP_0864b,12.82,82.71,4.48
ZDP_0865b,21.16,75.18,3.66
ZDP_0867b,19.53,77.01,3.46
ZDP_0868b,18.62,75.99,5.39
ZDP_0869b,20.96,74.36,4.68
ZDP_0870a,18.82,77.21,3.97
ZDP_0871a,18.51,76.4,5.09
ZDP_0873b,16.17,76.3,7.53
ZDP_0874b,15.06,76.91,8.04
ZDP_0875b,22.08,76.7,1.22
ZDP_0876b,14.55,83.01,2.44
ZDP_0877b,17.29,79.86,2.85
ZDP_0878b,16.58,81.08,2.34
ZDP_0879b,20.65,76.91,2.44
ZDP_0880b,22.08,75.99,1.93
ZDP_0881b,19.02,78.03,2.95
ZDP_0882b,19.33,79.25,1.42
ZDP_0883b,22.08,76.4,1.53
ZDP_0884b,18.62,79.45,1.93
ZDP_0885b,12.92,84.23,2.85
ZDP_0886b,21.87,77.21,0.92
ZDP_0887b,20.85,74.97,4.17
ZDP_0888b,20.55,74.16,5.29
ZDP_0889b,16.07,78.54,5.39
ZDP_0890b,17.19,80.47,2.34
ZDP_0891b,17.19,79.35,3.46
ZDP_0892b,20.35,74.87,4.78
ZDP_0893b,21.26,75.58,3.15
ZDP_0894b,17.5,77.52,4.98
ZDP_0895a,18.01,76.4,5.6
ZDP_0896b,14.34,83.32,2.34
ZDP_0897b,16.07,71.52,12.41
ZDP_0898b,17.9,76.91,5.19
ZDP_0899b,22.18,73.75,4.07
ZDP_0900b,20.75,76.3,2.95
ZDP_0901b,17.9,80.26,1.83
ZDP_0902b,16.89,79.15,3.97
ZDP_0903a,18.11,78.94,2.95
ZDP_0904a,18.41,79.86,1.73
ZDP_0905a,15.77,82.91,1.32
ZDP_0906a,11.6,86.57,1.83
ZDP_0907b,14.34,81.59,4.07
ZDP_0908a,17.5,79.45,3.05
ZDP_0909b,21.97,73.04,4.98
ZDP_0910a,21.36,73.55,5.09
ZDP_0911a,18.72,77.42,3.87
ZDP_0912b,17.5,75.69,6.82
ZDP_0913b,16.38,80.77,2.85
ZDP_0914b,9.56,86.57,3.87
ZDP_0915b,14.75,83.21,2.03
ZDP_0916b,17.8,77.52,4.68
ZDP_0917a,14.55,82.81,2.64
ZDP_0919a,22.08,75.79,2.14
ZDP_0920b,21.36,74.36,4.27
ZDP_0921b,16.68,81.99,1.32
ZDP_0922a,23.7,75.18,1.12
ZDP_0923a,18.01,78.54,3.46
ZDP_0924b,18.01,78.94,3.05
ZDP_0925b,19.74,76.7,3.56
ZDP_0926a,16.38,76.81,6.82
ZDP_0927b,18.11,78.13,3.76
ZDP_0928a,20.35,78.13,1.53
ZDP_0929b,22.08,72.84,5.09
ZDP_0930b,21.16,73.35,5.49
ZDP_0931b,11.5,84.94,3.56
ZDP_0932a,22.18,72.94,4.88
ZDP_0933a,19.23,76.6,4.17
ZDP_0934b,14.55,77.82,7.63
ZDP_0935a,19.02,76.3,4.68
ZDP_0936a,15.36,80.06,4.58
ZDP_0937b,16.28,80.37,3.36
ZDP_0938a,22.38,73.96,3.66
ZDP_0939b,22.18,74.06,3.76
ZDP_0940a,12.51,79.35,8.14
ZDP_0941b,18.21,77.92,3.87
ZDP_0942b,25.33,70.09,4.58
ZDP_0943b,15.97,78.84,5.19
ZDP_0944b,17.9,77.92,4.17
ZDP_0945b,14.95,83.52,1.53
ZDP_0946b,19.74,75.58,4.68
ZDP_0947b,16.89,77.72,5.39
ZDP_0948b,14.14,81.18,4.68
ZDP_0949b,13.43,79.04,7.53
ZDP_0950b,18.21,76.5,5.29
ZDP_0951b,18.82,73.45,7.73
ZDP_0952a,19.02,77.42,3.56
ZDP_0953b,12.61,79.65,7.73
ZDP_0954b,17.19,75.99,6.82
ZDP_0955b,15.16,81.08,3.76
ZDP_0956a,17.4,75.69,6.92
ZDP_0957b,22.89,71.72,5.39
ZDP_0958a,19.23,77.01,3.76
ZDP_0959b,19.74,79.04,1.22
ZDP_0960b,15.16,80.77,4.07
ZDP_0961b,16.68,79.65,3.66
ZDP_0962b,11.29,86.37,2.34
ZDP_0963a,18.11,78.23,3.66
ZDP_0964b,20.45,77.42,2.14
ZDP_0965a,8.04,86.06,5.9
ZDP_0966b,10.68,83.52,5.8
ZDP_0967b,19.74,74.36,5.9
ZDP_0968a,17.5,75.58,6.92
ZDP_0969b,16.89,77.21,5.9
ZDP_0970b,9.97,87.18,2.85
ZDP_0971a,20.35,74.57,5.09
ZDP_0972b,16.17,78.74,5.09
ZDP_0973b,20.35,75.18,4.48
ZDP_0974b,14.65,81.18,4.17
ZDP_0975a,19.33,77.42,3.26
ZDP_0976a,20.96,75.08,3.97
ZDP_0977a,19.94,77.31,2.75
ZDP_0978a,16.38,73.75,9.87
ZDP_0979b,19.84,76.91,3.26
ZDP_0980b,16.89,77.01,6.1
ZDP_0981b,19.74,77.72,2.54
ZDP_0982b,18.62,78.23,3.15
ZDP_0984a,21.06,75.99,2.95
ZDP_0985a,10.17,86.57,3.26
ZDP_0986a,15.36,78.64,6
ZDP_0987b,10.58,85.15,4.27
ZDP_0988a,20.75,72.43,6.82
ZDP_0989b,24.31,68.06,7.63
ZDP_0990b,20.75,74.57,4.68
ZDP_0991a,12.92,83.72,3.36
ZDP_0992a,22.48,75.69,1.83
ZDP_0993a,13.53,83.01,3.46
ZDP_0994a,16.07,79.76,4.17
ZDP_0995a,18.62,77.21,4.17
ZDP_0996a,13.63,84.44,1.93
ZDP_0997a,19.23,75.38,5.39
ZDP_0998a,16.07,79.86,4.07
ZDP_0999a,10.58,84.84,4.58
ZDP_1000a,11.6,83.01,5.39
ZDP_1001a,14.14,84.44,1.42
ZDP_1002b,12.41,82.3,5.29
ZDP_1003b,1.53,93.9,4.58
ZDP_1004a,21.16,72.84,6
ZDP_1005a,16.48,82.4,1.12
ZDP_1006a,20.04,77.52,2.44
ZDP_1007b,17.29,79.55,3.15
ZDP_1008b,21.97,72.53,5.49
ZDP_1010a,12.82,83.21,3.97
ZDP_1011a,21.36,75.58,3.05
ZDP_1012a,10.07,85.15,4.78
ZDP_1013a,17.7,77.42,4.88
ZDP_1014a,23.91,73.96,2.14
ZDP_1016a,11.6,84.64,3.76
ZDP_1018a,10.17,85.15,4.68
ZDP_1019b,11.5,86.16,2.34
ZDP_1020a,8.24,85.76,6
ZDP_1021a,22.48,70.4,7.12
ZDP_1022a,18.82,73.75,7.43
ZDP_1023a,25.23,71.82,2.95
ZDP_1024b,26.86,69.68,3.46
ZDP_1026b,8.65,86.37,4.98
ZDP_1027a,15.16,75.28,9.56
ZDP_1028a,17.5,78.33,4.17
ZDP_1029b,18.62,77.11,4.27
ZDP_1030a,17.7,77.82,4.48
ZDP_1031a,18.11,79.65,2.24
ZDP_1033b,13.22,81.79,4.98
ZDP_1034a,20.65,75.79,3.56
ZDP_1035a,15.36,82.1,2.54
ZDP_1036a,11.7,82.5,5.8
ZDP_1037a,13.12,84.33,2.54
ZDP_1038a,22.48,73.96,3.56
ZDP_1039a,16.68,81.49,1.83
ZDP_1040b,13.94,83.01,3.05
ZDP_1041b,14.85,83.72,1.42
ZDP_1042a,16.79,81.08,2.14
ZDP_1043b,12.41,85.96,1.63
ZDP_1044a,14.34,83.93,1.73
ZDP_1045a,14.55,83.62,1.83
ZDP_1046a,15.26,82.81,1.93
ZDP_1047b,21.46,77.01,1.53
ZDP_1048b,20.85,76.7,2.44
ZDP_1049b,21.67,75.38,2.95
ZDP_1050b,18.92,79.86,1.22
ZDP_1051b,22.28,75.89,1.83
ZDP_1052b,19.33,78.33,2.34
ZDP_1053a,24.01,74.16,1.83
ZDP_1054a,24.11,74.36,1.53
ZDP_1055a,22.38,74.26,3.36
ZDP_1056a,19.53,77.11,3.36
ZDP_1057b,18.31,79.55,2.14
ZDP_1058b,21.57,76.2,2.24
ZDP_1059b,15.56,81.99,2.44
ZDP_1060a,21.87,74.36,3.76
ZDP_1061a,26.35,72.33,1.32
ZDP_1062b,19.43,78.13,2.44
ZDP_1063a,18.62,78.43,2.95
ZDP_1064b,19.94,76.81,3.26
ZDP_1065a,13.43,83.42,3.15
ZDP_1066a,20.55,76.91,2.54
ZDP_1067a,18.62,78.43,2.95
ZDP_1068b,13.43,85.35,1.22
ZDP_1069a,18.62,78.84,2.54
ZDP_1070b,17.9,80.37,1.73
ZDP_1071a,10.58,76.5,12.92
ZDP_1072a,15.36,82.6,2.03
ZDP_1073a,20.14,77.62,2.24
ZDP_1074a,16.48,81.69,1.83
ZDP_1075a,21.87,76.6,1.53
ZDP_1076a,18.01,80.26,1.73
ZDP_1077a,26.25,71.21,2.54
ZDP_1078a,13.12,85.35,1.53
ZDP_1079a,8.44,88.61,2.95
ZDP_1080a,18.51,78.64,2.85
ZDP_1081a,24.72,72.84,2.44
ZDP_1082a,19.43,78.43,2.14
ZDP_1083a,15.77,80.57,3.66
ZDP_1084a,13.43,83.62,2.95
ZDP_1085a,14.14,83.42,2.44
ZDP_1086b,14.85,83.62,1.53
ZDP_1087a,27.47,70.3,2.24
ZDP_1088b,19.53,79.25,1.22
ZDP_1089b,21.46,75.79,2.75
ZDP_1090a,13.43,81.28,5.29
ZDP_1091a,17.8,79.25,2.95
ZDP_1092b,21.97,75.99,2.03
ZDP_1093b,21.36,75.18,3.46
ZDP_1094b,20.85,74.57,4.58
ZDP_1095b,10.68,86.78,2.54
ZDP_1096a,23.09,66.23,10.68
ZDP_1097a,19.23,78.84,1.93
ZDP_1098a,8.75,89.32,1.93
ZDP_1099b,14.04,84.23,1.73
ZDP_1100a,21.97,76.3,1.73
ZDP_1101b,15.26,83.21,1.53
ZDP_1102b,14.24,84.13,1.63
ZDP_1103b,24.01,72.02,3.97
ZDP_1104a,26.04,68.97,4.98
ZDP_1105b,13.12,83.72,3.15
ZDP_1106a,8.95,88.2,2.85
ZDP_1109a,12.51,83.72,3.76
ZDP_1110b,13.22,84.13,2.64
ZDP_1111a,14.75,83.42,1.83
ZDP_1112a,20.35,75.18,4.48
ZDP_1113b,7.53,89.42,3.05
ZDP_1114a,15.67,82.1,2.24
ZDP_1115b,22.08,76.09,1.83
ZDP_1116b,22.99,74.26,2.75
ZDP_1117b,21.87,73.55,4.58
ZDP_1118a,17.5,80.26,2.24
ZDP_1119a,19.43,78.54,2.03
ZDP_1120a,21.26,75.48,3.26
ZDP_1121a,19.94,76.6,3.46
ZDP_1122a,18.92,79.65,1.42
ZDP_1123a,19.74,78.13,2.14
ZDP_1124a,21.67,74.87,3.46
ZDP_1126a,22.48,75.18,2.34
ZDP_1153a,18.82,79.15,2.03
ZDP_1154a,7.73,91.05,1.22
ZDP_1162a,23.3,74.36,2.34
ZDP_1163a,7.22,88,4.78
ZDP_1164a,11.7,84.03,4.27
ZDP_1166a,12.41,85.15,2.44
ZDP_1167a,9.56,86.57,3.87
ZDP_1168a,15.56,80.98,3.46
ZDP_1169b,12.61,83.93,3.46
ZDP_1170a,16.07,80.77,3.15
ZDP_1171a,8.04,88.81,3.15
ZDP_1172a,18.92,74.97,6.1
ZDP_1174a,17.09,79.55,3.36
ZDP_1176a,18.31,78.33,3.36
ZDP_1177a,20.04,76.6,3.36
ZDP_1178b,20.65,76.5,2.85
ZDP_1179a,20.96,76.3,2.75
ZDP_1180a,18.82,79.25,1.93
ZDP_1181b,19.43,79.04,1.53
ZDP_1184a,19.23,78.54,2.24
ZDP_1186a,18.51,78.13,3.36
ZDP_1188a,23.91,73.86,2.24
ZDP_1189b,21.46,75.99,2.54
ZDP_1190a,20.04,76.6,3.36
ZDP_1191a,18.62,79.35,2.03
ZDP_1192a,20.65,77.21,2.14
ZDP_1193b,17.5,77.62,4.88
ZDP_1194b,14.95,81.99,3.05
ZDP_1196b,16.68,80.47,2.85
ZDP_1197a,17.4,80.37,2.24
ZDP_1198b,15.16,81.99,2.85
ZDP_1200a,19.13,78.13,2.75
ZDP_1204b,17.6,80.16,2.24
ZDP_1205b,11.29,85.05,3.66
ZDP_1206b,16.79,81.59,1.63
ZDP_1207b,10.17,88.3,1.53
ZDP_1208a,11.8,85.66,2.54
ZDP_1209b,19.43,77.62,2.95
ZDP_1210b,6.51,91.86,1.63
ZDP_1211b,8.85,88.3,2.85
ZDP_1212a,12.21,84.94,2.85
ZDP_1213a,24.11,72.02,3.87
ZDP_1214b,22.79,74.26,2.95
ZDP_1215b,14.04,83.62,2.34
ZDP_1216b,13.22,85.45,1.32
ZDP_1217b,22.38,75.58,2.03
ZDP_1218a,19.13,76.4,4.48
ZDP_1220b,10.58,87.69,1.73
ZDP_1221b,23.6,71.52,4.88
ZDP_1222a,24.11,71.72,4.17
ZDP_1223a,5.19,92.88,1.93
ZDP_1224b,19.94,75.58,4.48
ZDP_1225b,20.75,76.2,3.05
ZDP_1226b,22.48,74.77,2.75
ZDP_1227b,18.62,78.64,2.75
ZDP_1228a,19.74,76.3,3.97
ZDP_1229b,18.11,79.55,2.34
ZDP_1230a,11.19,82.1,6.71
ZDP_1231b,8.44,88.3,3.26
ZDP_1232b,4.37,90.84,4.78
ZDP_1233a,20.55,74.57,4.88
ZDP_1235b,19.94,74.77,5.29
ZDP_1236b,21.87,74.77,3.36
ZDP_1237b,15.97,79.76,4.27
ZDP_1238a,13.63,82.6,3.76
ZDP_1240b,19.63,77.11,3.26
ZDP_1241b,20.24,76.6,3.15
ZDP_1242b,15.06,81.79,3.15
ZDP_1244b,20.65,75.48,3.87
ZDP_1245a,19.63,74.16,6.21
ZDP_1247b,21.46,76.5,2.03
ZDP_1248a,18.92,77.52,3.56
ZDP_1249b,15.67,81.99,2.34
ZDP_1250a,23.8,72.02,4.17
ZDP_1251a,23.3,73.65,3.05
ZDP_1252b,23.6,71.62,4.78
ZDP_1253b,24.82,70.91,4.27
ZDP_1254b,10.99,85.25,3.76
ZDP_1255b,13.02,84.84,2.14
ZDP_1256b,17.9,79.04,3.05
ZDP_1257a,21.46,75.38,3.15
ZDP_1258b,22.28,75.58,2.14
ZDP_1259a,19.13,78.54,2.34
ZDP_1260b,19.13,76.4,4.48
ZDP_1261b,20.35,76.2,3.46
ZDP_1262b,15.77,82.3,1.93
ZDP_1263a,14.55,82.71,2.75
ZDP_1264a,19.53,76.6,3.87
ZDP_1266a,23.91,73.75,2.34
ZDP_1273a,16.99,78.03,4.98
ZDP_1274a,18.92,76.7,4.37
ZDP_1275a,20.35,74.06,5.6
ZDP_1277a,20.65,77.01,2.34
ZDP_1278a,20.14,76.6,3.26
ZDP_1279a,15.26,80.77,3.97
ZDP_1280a,4.68,89.73,5.6
ZDP_1281a,21.97,75.48,2.54
ZDP_1282a,20.75,76.3,2.95
ZDP_1283a,21.16,76.5,2.34
ZDP_1284a,11.6,84.54,3.87
ZDP_1285a,20.96,75.99,3.05
ZDP_1286a,23.4,70.7,5.9
ZDP_1287a,20.96,76.91,2.14
ZDP_1288a,21.77,75.18,3.05
ZDP_1289a,19.43,76.4,4.17
ZDP_1290a,15.56,79.96,4.48
ZDP_1291a,19.53,75.69,4.78
ZDP_1292a,20.14,77.52,2.34
ZDP_1293a,19.74,76.7,3.56
ZDP_1294a,17.9,70.5,11.6
ZDP_1295a,19.02,78.23,2.75
ZDP_1296a,17.09,79.96,2.95
ZDP_1298a,22.08,73.75,4.17
ZDP_1299a,16.48,78.64,4.88
ZDP_1300a,19.43,77.42,3.15
ZDP_1301a,16.99,80.06,2.95
ZDP_1302a,21.26,75.79,2.95
ZDP_1303a,18.41,79.65,1.93
ZDP_1305a,20.45,77.11,2.44
ZDP_1306a,13.22,53.1,33.67
ZDP_1307a,16.38,81.28,2.34
ZDP_1308a,18.72,78.33,2.95
ZDP_1309a,16.68,79.55,3.76
ZDP_1310a,15.87,78.13,6
ZDP_1311a,16.48,80.87,2.64
ZDP_1312a,3.46,89.73,6.82
ZDP_1313a,11.29,84.33,4.37
ZDP_1314a,4.27,89.93,5.8
ZDP_1315a,3.26,89.32,7.43
ZDP_1316a,4.07,89.52,6.41
ZDP_1317a,4.07,88.1,7.83
ZDP_1318a,4.68,90.44,4.88
ZDP_1319a,4.07,90.54,5.39
ZDP_1320a,9.05,87.79,3.15
ZDP_1321a,12.31,82.91,4.78
ZDP_1322a,6.21,88.71,5.09
ZDP_1324a,19.94,73.45,6.61
ZDP_1325a,28.59,66.84,4.58
ZDP_1326a,12,83.93,4.07
ZDP_1327a,20.96,73.86,5.19
ZDP_1328a,20.45,72.43,7.12
ZDP_1329a,19.33,77.82,2.85
ZDP_1330a,18.21,78.54,3.26
ZDP_1331a,17.29,79.15,3.56
ZDP_1332a,18.41,77.21,4.37
ZDP_1333a,4.07,86.16,9.77
ZDP_1334a,9.87,83.72,6.41
ZDP_1339a,7.73,86.47,5.8
ZDP_1341a,13.53,76.4,10.07
ZDP_1342a,9.97,82.91,7.12
ZDP_1343a,3.36,91.45,5.19
ZDP_1344a,5.29,89.62,5.09
ZDP_1345a,18.31,75.79,5.9
ZDP_1348a,21.67,74.77,3.56
ZDP_1350a,8.44,87.79,3.76
ZDP_1351a,14.75,83.72,1.53
ZDP_1352a,19.63,76.91,3.46
ZDP_1353a,20.35,71.52,8.14
ZDP_1354a,15.06,81.59,3.36
ZDP_1356a,20.75,72.13,7.12
ZDP_1358a,21.26,74.87,3.87
ZDP_1363a,20.96,75.38,3.66
ZDP_1366b,27.57,69.58,2.85
ZDP_1375a,21.77,70.91,7.32
ZDP_1377a,19.94,76.4,3.66
ZDP_1378a,17.4,79.65,2.95
ZDP_1382a,24.62,73.45,1.93
ZDP_1384a,16.68,77.62,5.7
ZDP_1385a,22.38,73.96,3.66
ZDP_1386b,14.85,82.6,2.54
ZDP_1388b,21.36,76.2,2.44
ZDP_1389b,21.87,75.28,2.85
ZDP_1392b,18.21,79.76,2.03
ZDP_1395a,18.01,78.03,3.97
ZDP_1397a,21.16,73.45,5.39
ZDP_1398a,19.02,77.72,3.26
ZDP_1399a,30.32,62.05,7.63
ZDP_1401b,9.05,82.3,8.65
ZDP_1402b,17.8,78.94,3.26
ZDP_1411b,17.4,79.96,2.64
ZDP_1429a,3.26,89.32,7.43
ZDP_1433b,29.09,63.78,7.12
ZDP_1437a,20.55,74.47,4.98
ZDP_1438a,19.43,75.89,4.68
ZDP_1441a,19.53,76.09,4.37
ZDP_1444b,13.84,80.87,5.29
ZDP_1445b,20.75,74.57,4.68
ZDP_1446a,21.16,72.33,6.51
ZDP_1447a,16.58,79.15,4.27
ZDP_1448b,1.53,89.22,9.26
ZDP_1449b,13.84,82.1,4.07
ZDP_1450b,3.36,82.6,14.04
ZDP_1451b,22.58,71.41,6
ZDP_1452b,11.6,83.01,5.39
ZDP_1454b,3.87,87.59,8.55
ZDP_1456a,10.38,80.47,9.16
ZDP_1457b,7.93,83.11,8.95
ZDP_1458a,8.44,84.54,7.02
ZDP_1459b,1.12,88.81,10.07
ZDP_1460a,14.24,81.08,4.68
ZDP_1461a,9.46,81.79,8.75
ZDP_1462a,20.96,73.96,5.09
ZDP_1463a,20.24,74.67,5.09
ZDP_1464a,18.41,76.4,5.19
ZDP_1465a,18.11,79.15,2.75
ZDP_1466a,17.6,77.11,5.29
ZDP_1467a,16.68,81.28,2.03
ZDP_1468a,18.21,80.06,1.73
ZDP_1469a,17.7,80.67,1.63
ZDP_1470a,21.36,74.36,4.27
ZDP_1471a,25.33,72.02,2.64
ZDP_1472a,18.72,72.84,8.44
ZDP_1473a,19.94,74.67,5.39
ZDP_1475a,22.79,74.87,2.34
ZDP_1476a,16.07,81.79,2.14
ZDP_1478b,13.02,82.3,4.68
ZDP_1479b,20.85,74.16,4.98
ZDP_1480b,17.6,80.26,2.14
ZDP_1481a,22.28,73.04,4.68
ZDP_1482a,11.8,83.72,4.48
ZDP_1483a,14.24,83.62,2.14
ZDP_1484a,12.51,85.86,1.63
ZDP_1485a,21.57,75.58,2.85
ZDP_1486b,10.78,86.88,2.34
ZDP_1487b,11.09,86.67,2.24
ZDP_1488b,21.77,75.89,2.34
ZDP_1489a,12.31,85.86,1.83
ZDP_1490a,14.45,83.83,1.73
ZDP_1491a,18.01,78.54,3.46
ZDP_1492b,11.5,86.78,1.73
ZDP_1493b,20.96,76.3,2.75
ZDP_1494b,17.6,81.59,0.81
ZDP_1495b,16.48,82.3,1.22
ZDP_1496b,11.39,86.98,1.63
ZDP_1497b,18.72,77.72,3.56
